name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,5/1/2023,16.1,10.0,13.5,16.1,6.9,13.4,5.4,60.4,0.376,100,16.67,rain,0.0,0.0,57.2,27.8,256.5,992.3,72.4,14.9,204.7,17.8,7,10.0,2023-05-01T05:54:56,2023-05-01T19:52:06,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/2/2023,13.8,8.8,11.2,13.8,6.2,10.8,4.4,63.8,0.312,100,16.67,rain,0.0,0.0,82.5,29.3,254.8,996.3,71.8,16.0,135.1,11.8,6,10.0,2023-05-02T05:53:40,2023-05-02T19:53:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/3/2023,14.3,8.8,11.0,14.3,6.5,10.4,3.5,60.8,0.0,0,0.0,rain,0.0,0.0,27.8,16.3,255.2,999.7,72.4,15.9,131.2,11.4,4,10.0,2023-05-03T05:52:25,2023-05-03T19:54:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/4/2023,12.8,9.3,10.7,12.8,7.7,10.3,6.6,75.9,0.061,100,16.67,rain,0.0,0.0,72.0,26.6,33.1,1010.9,95.6,16.0,89.3,7.9,5,10.0,2023-05-04T05:51:11,2023-05-04T19:55:12,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,5/5/2023,17.2,10.5,13.0,17.2,10.5,13.0,7.1,69.0,0.008,100,4.17,rain,0.0,0.0,64.8,21.4,80.0,1022.0,56.6,15.9,201.6,17.2,9,10.0,2023-05-05T05:49:59,2023-05-05T19:56:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/6/2023,22.8,10.6,15.8,22.8,10.6,15.8,6.6,58.2,0.0,0,0.0,rain,0.0,0.0,50.0,17.8,260.0,1023.1,24.6,15.9,299.3,25.9,10,10.0,2023-05-06T05:48:48,2023-05-06T19:57:15,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/7/2023,25.0,12.9,18.7,25.0,12.9,18.7,6.8,47.3,0.028,100,8.33,rain,0.0,0.0,94.3,16.6,236.6,1015.6,16.7,16.0,278.9,23.9,9,10.0,2023-05-07T05:47:38,2023-05-07T19:58:16,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/8/2023,26.0,15.0,20.2,26.0,15.0,20.2,8.2,49.9,0.0,0,0.0,rain,0.0,0.0,44.6,16.2,300.8,1008.6,26.0,16.0,295.3,25.6,9,10.0,2023-05-08T05:46:30,2023-05-08T19:59:17,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/13/2023,26.2,20.1,23.0,26.2,20.1,23.0,9.8,44.5,0.0,0,0.0,rain,0.0,0.0,70.2,11.3,254.5,1016.0,4.0,16.0,174.6,14.8,7,10.0,2023-05-13T05:41:10,2023-05-13T20:04:17,0.78,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/20/2023,18.4,14.2,16.1,18.4,14.2,16.1,14.7,91.2,22.474,100,45.83,rain,0.0,0.0,25.9,13.1,82.1,1017.4,90.9,7.2,63.2,5.3,2,10.0,2023-05-20T05:34:48,2023-05-20T20:10:57,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,5/21/2023,21.6,13.4,18.2,21.6,13.4,18.2,10.1,60.9,0.44,100,8.33,rain,0.0,0.0,74.0,18.6,297.6,1014.1,51.9,15.3,204.1,17.6,8,10.0,2023-05-21T05:34:00,2023-05-21T20:11:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/24/2023,24.4,13.3,17.3,24.4,13.3,17.3,6.5,50.3,0.079,100,8.33,rain,0.0,0.0,81.4,21.9,59.7,1018.4,21.2,16.0,264.1,22.8,8,10.0,2023-05-24T05:31:48,2023-05-24T20:14:31,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,5/25/2023,21.0,11.1,16.0,21.0,11.1,16.0,4.4,47.9,0.0,0,0.0,rain,0.0,0.0,71.0,18.6,50.6,1020.2,13.2,16.0,326.6,28.0,10,10.0,2023-05-25T05:31:07,2023-05-25T20:15:23,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,5/30/2023,20.7,13.4,16.8,20.7,13.4,16.8,8.5,59.0,0.938,100,4.17,rain,0.0,0.0,60.8,23.4,62.3,1022.9,1.5,15.6,307.6,26.7,9,10.0,2023-05-30T05:28:12,2023-05-30T20:19:26,0.36,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,5/31/2023,22.9,12.8,17.6,22.9,12.8,17.6,10.7,66.3,0.0,0,0.0,rain,0.0,0.0,70.2,16.3,92.1,1022.6,1.0,15.4,316.9,27.5,10,10.0,2023-05-31T05:27:43,2023-05-31T20:20:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/1/2023,27.9,16.1,20.9,27.8,16.1,20.9,13.4,64.4,0.23,100,4.17,rain,0.0,0.0,77.8,12.9,245.3,1019.0,0.3,15.6,308.4,26.6,9,10.0,2023-06-01T05:27:16,2023-06-01T20:20:56,0.42,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/2/2023,30.1,17.3,22.9,29.8,17.3,22.8,14.1,60.0,0.298,100,8.33,rain,0.0,0.0,72.0,16.3,167.9,1013.1,8.1,15.3,287.3,24.9,10,10.0,2023-06-02T05:26:51,2023-06-02T20:21:39,0.45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/4/2023,21.1,11.6,16.0,21.1,11.6,16.0,7.5,58.2,0.23,100,4.17,rain,0.0,0.0,38.9,26.9,48.5,1016.8,79.0,15.9,186.8,16.2,7,10.0,2023-06-04T05:26:06,2023-06-04T20:23:02,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/5/2023,24.3,14.3,19.2,24.3,14.3,19.2,8.2,50.3,0.23,100,4.17,rain,0.0,0.0,63.0,20.1,355.8,1011.9,37.6,15.8,238.7,20.6,8,10.0,2023-06-05T05:25:46,2023-06-05T20:23:41,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/6/2023,27.1,17.1,20.7,26.4,17.1,20.7,7.5,43.1,0.019,100,12.5,rain,0.0,0.0,76.0,12.7,278.2,1005.1,10.8,11.5,237.0,20.5,9,10.0,2023-06-06T05:25:29,2023-06-06T20:24:19,0.59,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/10/2023,26.1,15.0,20.2,26.1,15.0,20.2,10.6,55.4,0.23,100,4.17,rain,0.0,0.0,68.4,11.2,300.3,1008.7,36.5,15.7,282.0,24.4,10,10.0,2023-06-10T05:24:39,2023-06-10T20:26:37,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/11/2023,26.7,18.8,22.1,26.8,18.8,22.1,14.4,62.7,1.19,100,16.67,rain,0.0,0.0,60.8,12.4,109.0,1011.2,27.3,15.6,230.4,19.9,7,10.0,2023-06-11T05:24:32,2023-06-11T20:27:08,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/12/2023,23.9,19.4,21.3,23.9,19.4,21.3,17.1,77.2,2.75,100,29.17,rain,0.0,0.0,57.2,23.7,120.3,1007.4,57.9,14.1,158.9,13.7,6,10.0,2023-06-12T05:24:26,2023-06-12T20:27:37,0.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/13/2023,25.7,18.3,21.8,25.7,18.3,21.8,13.0,60.6,0.938,100,4.17,rain,0.0,0.0,94.3,17.9,266.6,1004.8,58.8,15.2,287.9,24.9,9,10.0,2023-06-13T05:24:23,2023-06-13T20:28:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/14/2023,24.9,18.4,20.3,24.9,18.4,20.3,13.5,65.7,1.024,100,16.67,rain,0.0,0.0,53.1,30.5,245.6,1001.7,27.4,15.4,181.2,15.4,8,30.0,2023-06-14T05:24:21,2023-06-14T20:28:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/15/2023,26.1,16.7,21.3,26.1,16.7,21.3,12.4,57.9,3.044,100,8.33,rain,0.0,0.0,77.8,22.8,271.6,1003.5,40.8,16.0,233.0,20.1,7,10.0,2023-06-15T05:24:21,2023-06-15T20:28:54,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/16/2023,26.7,18.3,20.5,26.7,18.3,20.5,13.5,65.6,9.102,100,20.83,rain,0.0,0.0,83.2,17.8,358.2,1006.4,33.9,15.4,180.9,15.7,8,10.0,2023-06-16T05:24:24,2023-06-16T20:29:16,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/17/2023,26.0,17.2,20.9,26.0,17.2,20.9,12.3,60.2,0.0,0,0.0,rain,0.0,0.0,72.0,13.3,316.4,1005.2,54.0,15.7,241.6,21.0,8,10.0,2023-06-17T05:24:28,2023-06-17T20:29:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/18/2023,27.1,17.8,22.4,27.0,17.8,22.4,11.8,51.5,0.699,100,8.33,rain,0.0,0.0,84.6,16.6,275.5,1010.5,33.2,15.9,284.5,24.7,9,10.0,2023-06-18T05:24:34,2023-06-18T20:29:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/20/2023,25.0,17.8,20.7,25.0,17.8,20.7,14.1,67.1,0.0,0,0.0,rain,0.0,0.0,27.7,18.0,55.5,1022.4,49.8,16.0,245.8,21.0,9,10.0,2023-06-20T05:24:52,2023-06-20T20:30:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/22/2023,21.7,15.7,18.6,21.7,15.7,18.6,13.3,71.9,0.005,100,4.17,rain,0.0,0.0,46.0,31.2,43.9,1021.2,98.8,15.4,97.1,8.4,3,10.0,2023-06-22T05:25:17,2023-06-22T20:30:52,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/23/2023,21.2,18.4,19.6,21.2,18.4,19.6,17.5,87.9,0.295,100,12.5,rain,0.0,0.0,16.6,14.7,80.7,1017.1,97.0,15.2,62.5,5.3,2,10.0,2023-06-23T05:25:32,2023-06-23T20:31:02,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/24/2023,26.1,20.1,22.6,26.1,20.1,22.6,19.9,85.7,1.24,100,16.67,rain,0.0,0.0,25.9,16.7,157.9,1011.2,72.7,12.4,159.6,13.9,6,30.0,2023-06-24T05:25:49,2023-06-24T20:31:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/25/2023,29.1,21.4,24.0,30.6,21.4,24.3,19.7,77.9,0.477,100,8.33,rain,0.0,0.0,50.0,18.3,170.4,1009.8,20.0,15.8,220.6,19.0,10,30.0,2023-06-25T05:26:08,2023-06-25T20:31:15,0.24,Rain,Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/26/2023,26.1,21.2,22.7,26.1,21.2,22.7,19.8,84.4,0.516,100,16.67,rain,0.0,0.0,88.9,20.1,58.3,1007.9,52.3,14.6,126.2,10.8,5,10.0,2023-06-26T05:26:29,2023-06-26T20:31:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/27/2023,27.1,19.4,22.2,28.4,19.4,22.2,19.1,83.6,0.398,100,25.0,rain,0.0,0.0,60.3,14.5,191.9,1006.0,54.6,14.7,160.4,13.7,7,10.0,2023-06-27T05:26:51,2023-06-27T20:31:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,6/28/2023,27.8,20.0,23.4,28.8,20.0,23.6,17.6,71.1,0.0,0,0.0,rain,0.0,0.0,71.4,14.5,250.5,1009.5,52.6,15.1,215.7,18.7,8,30.0,2023-06-28T05:27:15,2023-06-28T20:31:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/29/2023,28.3,19.3,23.5,28.1,19.3,23.6,15.5,61.8,0.46,100,8.33,rain,0.0,0.0,88.9,12.2,249.2,1015.9,37.5,13.6,274.0,23.9,10,10.0,2023-06-29T05:27:40,2023-06-29T20:31:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,6/30/2023,28.8,20.7,24.4,29.0,20.7,24.4,16.8,64.8,0.69,100,12.5,rain,0.0,0.0,74.2,18.3,213.9,1017.7,8.1,8.6,264.3,22.9,8,10.0,2023-06-30T05:28:07,2023-06-30T20:31:13,0.41,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,7/1/2023,27.2,20.7,23.6,27.6,20.7,23.7,16.3,64.2,0.23,100,4.17,rain,0.0,0.0,88.1,21.8,192.7,1017.3,22.1,14.3,256.9,22.3,8,10.0,2023-07-01T05:28:36,2023-07-01T20:31:07,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,7/2/2023,31.0,21.7,25.0,33.9,21.7,25.6,20.7,78.0,0.596,100,25.0,rain,0.0,0.0,50.0,14.2,173.2,1011.6,71.6,14.8,169.0,14.5,8,30.0,2023-07-02T05:29:06,2023-07-02T20:30:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,7/3/2023,31.1,23.3,26.9,34.2,23.3,28.1,20.9,71.3,0.759,100,20.83,rain,0.0,0.0,47.9,14.7,263.6,1010.1,36.6,15.7,229.8,19.8,9,30.0,2023-07-03T05:29:38,2023-07-03T20:30:48,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,7/4/2023,27.8,22.9,24.3,30.2,22.9,24.4,21.4,84.5,0.481,100,12.5,rain,0.0,0.0,55.4,10.7,253.5,1012.4,51.4,14.8,147.4,12.5,8,60.0,2023-07-04T05:30:11,2023-07-04T20:30:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,7/6/2023,31.2,23.9,27.1,34.0,23.9,27.9,20.9,70.8,0.46,100,8.33,rain,0.0,0.0,64.8,17.5,168.4,1013.9,4.7,16.0,304.7,26.4,9,30.0,2023-07-06T05:31:21,2023-07-06T20:30:05,0.61,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/8/2023,30.7,23.9,25.9,33.4,23.9,26.6,22.1,80.1,0.0,0,0.0,rain,0.0,0.0,63.0,17.8,172.0,1010.9,65.2,15.4,205.6,17.9,9,60.0,2023-07-08T05:32:37,2023-07-08T20:29:25,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/9/2023,27.2,22.9,25.3,29.2,22.9,25.7,22.1,83.1,1.427,100,29.17,rain,0.0,0.0,55.4,18.4,139.2,1009.9,84.8,15.2,134.2,11.7,5,30.0,2023-07-09T05:33:16,2023-07-09T20:29:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/10/2023,31.0,22.2,25.9,32.0,22.2,26.2,19.5,71.0,0.013,100,4.17,rain,0.0,0.0,72.5,15.0,310.9,1008.1,53.9,16.0,212.4,18.3,9,10.0,2023-07-10T05:33:57,2023-07-10T20:28:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/11/2023,31.1,21.7,26.7,31.8,21.7,26.9,15.8,51.9,0.23,100,4.17,rain,0.0,0.0,69.3,13.0,248.5,1012.0,2.7,16.0,277.3,23.9,10,10.0,2023-07-11T05:34:39,2023-07-11T20:28:12,0.79,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/12/2023,32.8,23.5,28.1,33.2,23.5,28.4,17.5,53.8,0.23,100,4.17,rain,0.0,0.0,85.1,14.5,248.9,1013.2,3.5,15.9,288.6,25.0,10,10.0,2023-07-12T05:35:22,2023-07-12T20:27:43,0.82,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/14/2023,29.3,23.3,25.9,32.5,23.3,27.0,21.1,74.6,0.547,100,20.83,rain,0.0,0.0,55.4,23.5,49.5,1012.0,68.6,14.7,200.7,17.3,9,60.0,2023-07-14T05:36:51,2023-07-14T20:26:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/15/2023,31.6,22.2,26.0,36.1,22.2,27.3,22.5,82.3,0.34,100,12.5,rain,0.0,0.0,73.8,16.6,187.2,1013.7,41.1,15.4,245.9,21.3,10,60.0,2023-07-15T05:37:38,2023-07-15T20:26:06,0.93,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/16/2023,25.9,23.4,25.0,25.9,23.4,25.0,24.0,94.1,12.326,100,37.5,rain,0.0,0.0,40.7,16.1,221.2,1010.2,87.1,14.0,66.0,5.9,4,60.0,2023-07-16T05:38:25,2023-07-16T20:25:29,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/18/2023,28.8,22.9,25.6,32.4,22.9,26.1,21.3,77.6,0.498,100,12.5,rain,0.0,0.0,64.8,27.6,222.2,1014.3,18.5,15.1,133.7,11.5,6,60.0,2023-07-18T05:40:01,2023-07-18T20:24:11,0.03,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/19/2023,27.8,23.3,24.7,29.7,23.3,24.9,19.6,73.9,0.098,100,8.33,rain,0.0,0.0,77.8,25.1,242.4,1016.3,44.3,13.8,123.7,10.6,6,60.0,2023-07-19T05:40:51,2023-07-19T20:23:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/20/2023,29.9,22.8,26.1,30.6,22.8,26.2,18.6,66.1,0.46,100,8.33,rain,0.0,0.0,76.0,14.5,172.6,1015.0,22.9,13.5,237.7,20.6,9,30.0,2023-07-20T05:41:41,2023-07-20T20:22:45,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/21/2023,31.0,22.8,26.0,32.6,22.8,26.6,19.5,68.7,0.91,100,16.67,rain,0.0,0.0,80.5,18.5,238.3,1008.3,48.0,15.7,255.2,22.2,10,30.0,2023-07-21T05:42:33,2023-07-21T20:21:59,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/22/2023,29.9,21.7,25.6,29.1,21.7,25.5,15.0,53.2,0.929,100,8.33,rain,0.0,0.0,90.7,14.7,303.9,1009.1,6.8,15.9,280.7,24.3,10,10.0,2023-07-22T05:43:24,2023-07-22T20:21:12,0.16,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/25/2023,30.0,21.6,24.3,32.2,21.6,24.8,19.3,74.7,1.193,100,16.67,rain,0.0,0.0,70.2,20.1,231.0,1018.4,24.4,15.2,202.0,17.2,9,30.0,2023-07-25T05:46:04,2023-07-25T20:18:39,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/26/2023,30.0,20.6,25.2,31.8,20.6,25.8,18.7,68.8,0.23,100,4.17,rain,0.0,0.0,74.9,14.9,233.6,1018.7,2.0,15.8,288.5,24.8,9,10.0,2023-07-26T05:46:58,2023-07-26T20:17:44,0.3,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/27/2023,32.2,23.9,28.2,37.4,23.9,30.6,22.0,69.8,0.416,100,12.5,rain,0.0,0.0,93.7,27.2,254.3,1014.5,39.3,15.6,208.6,18.0,9,60.0,2023-07-27T05:47:52,2023-07-27T20:16:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/28/2023,33.3,25.0,28.9,36.5,25.0,30.5,21.4,65.4,0.23,100,4.17,rain,0.0,0.0,31.7,18.0,266.9,1014.9,24.0,15.8,277.8,23.9,10,30.0,2023-07-28T05:48:48,2023-07-28T20:15:50,0.36,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/29/2023,31.2,24.3,27.3,34.5,24.3,28.6,21.1,69.6,0.073,100,8.33,rain,0.0,0.0,57.2,25.2,253.4,1009.1,33.2,15.6,261.2,22.7,8,30.0,2023-07-29T05:49:43,2023-07-29T20:14:51,0.4,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,7/31/2023,27.9,20.6,24.3,27.5,20.6,24.2,13.2,50.9,0.46,100,8.33,rain,0.0,0.0,92.5,16.2,235.2,1015.0,23.7,15.9,267.7,23.1,10,30.0,2023-07-31T05:51:35,2023-07-31T20:12:47,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,8/1/2023,27.1,20.7,24.0,26.7,20.7,23.9,11.7,47.6,0.0,0,0.0,rain,0.0,0.0,29.5,17.9,14.7,1019.6,36.6,15.9,294.8,25.4,10,10.0,2023-08-01T05:52:32,2023-08-01T20:11:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,8/2/2023,27.1,20.5,23.2,26.6,20.5,23.2,11.3,48.1,0.46,100,8.33,rain,0.0,0.0,85.3,16.0,64.7,1022.7,17.3,16.0,271.0,23.4,10,10.0,2023-08-02T05:53:29,2023-08-02T20:10:37,0.53,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,8/3/2023,26.2,20.0,22.7,26.2,20.0,22.7,14.5,60.3,0.23,100,4.17,rain,0.0,0.0,63.0,26.0,207.4,1019.8,31.0,15.8,241.8,21.1,8,10.0,2023-08-03T05:54:26,2023-08-03T20:09:30,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,8/4/2023,24.4,21.7,22.8,24.4,21.7,22.8,17.9,73.8,0.23,100,4.17,rain,0.0,0.0,77.8,19.9,224.4,1014.9,97.4,15.9,86.9,7.5,4,30.0,2023-08-04T05:55:24,2023-08-04T20:08:22,0.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York City,8/7/2023,27.1,20.1,23.8,29.1,20.1,24.1,20.7,83.1,1.77,100,37.5,rain,0.0,0.0,40.7,23.7,197.7,1011.9,90.9,14.2,166.3,14.4,10,30.0,2023-08-07T05:58:18,2023-08-07T20:04:48,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
